[19:13:55] 日志目录：F:\k230gc\pidtest\host\logs\20260707_191355
[19:22:15] TUNE,X,PID_TEST,KP,0.140,KI,0.320,KD,0.002,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:22:22] TUNE,X,RESULT,MODE,PID,KP,0.140,KI,0.320,KD,0.002,SCORE,236.507
[19:22:22] TUNE,X,RECENTER
[19:22:23] TUNE,X,RECENTERED,ERROR,-1
[19:22:23] TUNE,X,PID_TEST,KP,0.140,KI,0.320,KD,0.005,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:22:30] TUNE,X,RESULT,MODE,PID,KP,0.140,KI,0.320,KD,0.005,SCORE,219.958
[19:22:30] TUNE,X,RECENTER
[19:22:30] TUNE,X,RECENTERED,ERROR,2
[19:22:30] TUNE,X,PID_TEST,KP,0.145,KI,0.320,KD,0.000,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:22:38] TUNE,X,RESULT,MODE,PID,KP,0.145,KI,0.320,KD,0.000,SCORE,232.832
[19:22:38] TUNE,X,RECENTER
[19:22:38] TUNE,X,RECENTERED,ERROR,1
[19:22:38] TUNE,X,PID_TEST,KP,0.175,KI,0.320,KD,0.000,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:22:45] TUNE,X,RESULT,MODE,PID,KP,0.175,KI,0.320,KD,0.000,SCORE,245.352
[19:22:45] TUNE,X,RECENTER
[19:22:45] TUNE,X,RECENTERED,ERROR,2
[19:22:45] TUNE,X,PID_TEST,KP,0.160,KI,0.285,KD,0.000,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:22:53] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.285,KD,0.000,SCORE,227.320
[19:22:53] TUNE,X,RECENTER
[19:22:53] TUNE,X,RECENTERED,ERROR,1
[19:22:53] TUNE,X,PID_TEST,KP,0.160,KI,0.355,KD,0.000,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:23:00] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.355,KD,0.000,SCORE,256.530
[19:23:00] TUNE,X,RECENTER
[19:23:01] TUNE,X,RECENTERED,ERROR,0
[19:23:01] TUNE,X,PID_TEST,KP,0.160,KI,0.320,KD,0.002,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:23:08] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.320,KD,0.002,SCORE,246.629
[19:23:08] TUNE,X,CHAMPIONSHIP_FINAL,COUNT,4,REPEATS,3
[19:23:08] TUNE,X,RECENTER
[19:23:08] TUNE,X,RECENTERED,ERROR,1
[19:23:08] TUNE,X,PID_TEST,KP,0.140,KI,0.320,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:23:16] TUNE,X,RESULT,MODE,PID,KP,0.140,KI,0.320,KD,0.003,SCORE,234.455
[19:23:16] TUNE,X,RECENTER
[19:23:16] TUNE,X,RECENTERED,ERROR,1
[19:23:16] TUNE,X,PID_TEST,KP,0.140,KI,0.320,KD,0.005,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:23:22] TUNE,X,RESULT,MODE,PID,KP,0.140,KI,0.320,KD,0.005,SCORE,1000000.000,FAIL,TARGET_LOST
[19:23:22] TUNE,TARGET_REACQUIRED,X_PID_FAILED
[19:23:22] TUNE,X,RECENTER
[19:23:22] TUNE,X,RECENTERED,ERROR,-2
[19:23:22] TUNE,X,PID_TEST,KP,0.140,KI,0.320,KD,0.005,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:23:30] TUNE,X,RESULT,MODE,PID,KP,0.140,KI,0.320,KD,0.005,SCORE,272.591
[19:23:30] TUNE,X,RECENTER
[19:23:30] TUNE,X,RECENTERED,ERROR,3
[19:23:30] TUNE,X,PID_TEST,KP,0.125,KI,0.320,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:23:37] TUNE,X,RESULT,MODE,PID,KP,0.125,KI,0.320,KD,0.003,SCORE,240.706
[19:23:37] TUNE,X,RECENTER
[19:23:37] TUNE,X,RECENTERED,ERROR,-1
[19:23:37] TUNE,X,PID_TEST,KP,0.125,KI,0.320,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:23:45] TUNE,X,RESULT,MODE,PID,KP,0.125,KI,0.320,KD,0.003,SCORE,261.594
[19:23:45] TUNE,X,RECENTER
[19:23:45] TUNE,X,RECENTERED,ERROR,-1
[19:23:45] TUNE,X,PID_TEST,KP,0.160,KI,0.285,KD,0.000,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:23:52] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.285,KD,0.000,SCORE,199.713
[19:23:52] TUNE,X,RECENTER
[19:23:53] TUNE,X,RECENTERED,ERROR,1
[19:23:53] TUNE,X,PID_TEST,KP,0.160,KI,0.285,KD,0.000,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:24:00] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.285,KD,0.000,SCORE,236.663
[19:24:00] TUNE,X,CHAMPIONSHIP_POLISH,COUNT,10
[19:24:00] TUNE,X,RECENTER
[19:24:00] TUNE,X,RECENTERED,ERROR,1
[19:24:00] TUNE,X,PID_TEST,KP,0.130,KI,0.320,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:24:08] TUNE,X,RESULT,MODE,PID,KP,0.130,KI,0.320,KD,0.003,SCORE,278.742
[19:24:08] TUNE,X,RECENTER
[19:24:08] TUNE,X,RECENTERED,ERROR,3
[19:24:08] TUNE,X,PID_TEST,KP,0.150,KI,0.320,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:24:15] TUNE,X,RESULT,MODE,PID,KP,0.150,KI,0.320,KD,0.003,SCORE,269.249
[19:24:15] TUNE,X,RECENTER
[19:24:15] TUNE,X,RECENTERED,ERROR,-1
[19:24:15] TUNE,X,PID_TEST,KP,0.135,KI,0.320,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:24:23] TUNE,X,RESULT,MODE,PID,KP,0.135,KI,0.320,KD,0.003,SCORE,215.689
[19:24:23] TUNE,X,RECENTER
[19:24:23] TUNE,X,RECENTERED,ERROR,1
[19:24:23] TUNE,X,PID_TEST,KP,0.145,KI,0.320,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:24:30] TUNE,X,RESULT,MODE,PID,KP,0.145,KI,0.320,KD,0.003,SCORE,301.683
[19:24:30] TUNE,X,RECENTER
[19:24:30] TUNE,X,RECENTERED,ERROR,1
[19:24:30] TUNE,X,PID_TEST,KP,0.140,KI,0.290,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:24:38] TUNE,X,RESULT,MODE,PID,KP,0.140,KI,0.290,KD,0.003,SCORE,223.247
[19:24:38] TUNE,X,RECENTER
[19:24:38] TUNE,X,RECENTERED,ERROR,-3
[19:24:38] TUNE,X,PID_TEST,KP,0.140,KI,0.350,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:24:45] TUNE,X,RESULT,MODE,PID,KP,0.140,KI,0.350,KD,0.003,SCORE,248.017
[19:24:46] TUNE,X,RECENTER
[19:24:46] TUNE,X,RECENTERED,ERROR,2
[19:24:46] TUNE,X,PID_TEST,KP,0.140,KI,0.305,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:24:53] TUNE,X,RESULT,MODE,PID,KP,0.140,KI,0.305,KD,0.003,SCORE,237.310
[19:24:53] TUNE,X,RECENTER
[19:24:53] TUNE,X,RECENTERED,ERROR,3
[19:24:53] TUNE,X,PID_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:25:01] TUNE,X,RESULT,MODE,PID,KP,0.140,KI,0.335,KD,0.003,SCORE,209.203
[19:25:01] TUNE,X,RECENTER
[19:25:01] TUNE,X,RECENTERED,ERROR,2
[19:25:01] TUNE,X,PID_TEST,KP,0.140,KI,0.320,KD,0.002,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:25:08] TUNE,X,RESULT,MODE,PID,KP,0.140,KI,0.320,KD,0.002,SCORE,242.872
[19:25:08] TUNE,X,RECENTER
[19:25:08] TUNE,X,RECENTERED,ERROR,2
[19:25:08] TUNE,X,PID_TEST,KP,0.140,KI,0.320,KD,0.004,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:25:16] TUNE,X,RESULT,MODE,PID,KP,0.140,KI,0.320,KD,0.004,SCORE,213.442
[19:25:16] TUNE,X,CHAMPIONSHIP_POLISH_FINAL,COUNT,4,REPEATS,2
[19:25:16] TUNE,X,RECENTER
[19:25:16] TUNE,X,RECENTERED,ERROR,3
[19:25:16] TUNE,X,PID_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:25:23] TUNE,X,RESULT,MODE,PID,KP,0.140,KI,0.335,KD,0.003,SCORE,207.649
[19:25:23] TUNE,X,RECENTER
[19:25:24] TUNE,X,RECENTERED,ERROR,2
[19:25:24] TUNE,X,PID_TEST,KP,0.140,KI,0.320,KD,0.004,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:25:31] TUNE,X,RESULT,MODE,PID,KP,0.140,KI,0.320,KD,0.004,SCORE,241.918
[19:25:31] TUNE,X,RECENTER
[19:25:31] TUNE,X,RECENTERED,ERROR,4
[19:25:31] TUNE,X,PID_TEST,KP,0.135,KI,0.320,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:25:39] TUNE,X,RESULT,MODE,PID,KP,0.135,KI,0.320,KD,0.003,SCORE,246.545
[19:25:39] TUNE,X,RECENTER
[19:25:39] TUNE,X,RECENTERED,ERROR,1
[19:25:39] TUNE,X,PID_TEST,KP,0.140,KI,0.290,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:25:46] TUNE,X,RESULT,MODE,PID,KP,0.140,KI,0.290,KD,0.003,SCORE,245.761
[19:25:46] TUNE,X,RECENTER
[19:25:46] TUNE,X,RECENTERED,ERROR,-2
[19:25:46] TUNE,X,COMPLETE,KP,0.140,KI,0.335,KD,0.003,SCORE,208.698,TESTS,2
[19:25:47] TUNE,Y,BEGIN,MODE,PID_CHAMPIONSHIP
[19:25:47] TUNE,Y,CALIBRATE,PROBE
[19:25:48] TUNE,Y,POLARITY,1,DELTA,30,KICK_DEG,10.8
[19:25:48] TUNE,Y,RECENTER
[19:25:49] TUNE,Y,RECENTERED,ERROR,1
[19:25:49] TUNE,Y,SAFE_LIMIT,STEP,36.0,MAXRPM,8.0
[19:25:49] TUNE,Y,CHAMPIONSHIP_COARSE,COUNT,30
[19:25:49] TUNE,Y,RECENTER
[19:25:49] TUNE,Y,RECENTERED,ERROR,0
[19:25:49] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:25:56] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.003,SCORE,266.850
[19:25:56] TUNE,Y,RECENTER
[19:25:57] TUNE,Y,RECENTERED,ERROR,-2
[19:25:57] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:26:04] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.010,SCORE,298.562
[19:26:04] TUNE,Y,RECENTER
[19:26:04] TUNE,Y,RECENTERED,ERROR,3
[19:26:04] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:26:12] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.003,SCORE,232.045
[19:26:12] TUNE,Y,RECENTER
[19:26:12] TUNE,Y,RECENTERED,ERROR,1
[19:26:12] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:26:19] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.010,SCORE,225.556
[19:26:19] TUNE,Y,RECENTER
[19:26:19] TUNE,Y,RECENTERED,ERROR,-3
[19:26:19] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:26:27] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.003,SCORE,190.959
[19:26:27] TUNE,Y,RECENTER
[19:26:27] TUNE,Y,RECENTERED,ERROR,-1
[19:26:27] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:26:34] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.010,SCORE,224.095
[19:26:34] TUNE,Y,RECENTER
[19:26:34] TUNE,Y,RECENTERED,ERROR,-3
[19:26:34] TUNE,Y,PID_TEST,KP,0.160,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:26:42] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.080,KD,0.003,SCORE,242.609
[19:26:42] TUNE,Y,RECENTER
[19:26:42] TUNE,Y,RECENTERED,ERROR,0
[19:26:42] TUNE,Y,PID_TEST,KP,0.160,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:26:50] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.080,KD,0.010,SCORE,281.712
[19:26:50] TUNE,Y,RECENTER
[19:26:50] TUNE,Y,RECENTERED,ERROR,-1
[19:26:50] TUNE,Y,PID_TEST,KP,0.160,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:26:57] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.200,KD,0.003,SCORE,263.615
[19:26:57] TUNE,Y,RECENTER
[19:26:57] TUNE,Y,RECENTERED,ERROR,-1
[19:26:58] TUNE,Y,PID_TEST,KP,0.160,KI,0.200,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:27:05] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.200,KD,0.010,SCORE,271.946
[19:27:05] TUNE,Y,RECENTER
[19:27:05] TUNE,Y,RECENTERED,ERROR,2
[19:27:05] TUNE,Y,PID_TEST,KP,0.160,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:27:13] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.320,KD,0.003,SCORE,277.268
[19:27:13] TUNE,Y,RECENTER
[19:27:13] TUNE,Y,RECENTERED,ERROR,-3
[19:27:13] TUNE,Y,PID_TEST,KP,0.160,KI,0.320,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:27:20] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.320,KD,0.010,SCORE,305.783
[19:27:20] TUNE,Y,RECENTER
[19:27:20] TUNE,Y,RECENTERED,ERROR,0
[19:27:20] TUNE,Y,PID_TEST,KP,0.220,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:27:28] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.080,KD,0.003,SCORE,313.678
[19:27:28] TUNE,Y,RECENTER
[19:27:28] TUNE,Y,RECENTERED,ERROR,2
[19:27:28] TUNE,Y,PID_TEST,KP,0.220,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:27:35] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.080,KD,0.010,SCORE,378.417
[19:27:36] TUNE,Y,RECENTER
[19:27:36] TUNE,Y,RECENTERED,ERROR,1
[19:27:36] TUNE,Y,PID_TEST,KP,0.220,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:27:43] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.200,KD,0.003,SCORE,353.343
[19:27:43] TUNE,Y,RECENTER
[19:27:43] TUNE,Y,RECENTERED,ERROR,-2
[19:27:43] TUNE,Y,PID_TEST,KP,0.220,KI,0.200,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:27:51] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.200,KD,0.010,SCORE,424.719
[19:27:51] TUNE,Y,RECENTER
[19:27:51] TUNE,Y,RECENTERED,ERROR,3
[19:27:51] TUNE,Y,PID_TEST,KP,0.220,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:27:59] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.320,KD,0.003,SCORE,367.301
[19:27:59] TUNE,Y,RECENTER
[19:27:59] TUNE,Y,RECENTERED,ERROR,3
[19:27:59] TUNE,Y,PID_TEST,KP,0.220,KI,0.320,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:27:59] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.320,KD,0.010,SCORE,750000.000,FAIL,EDGE_LIMIT
[19:27:59] TUNE,Y,RECENTER
[19:28:00] TUNE,Y,RECENTERED,ERROR,-1
[19:28:00] TUNE,Y,PID_TEST,KP,0.280,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:28:08] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.080,KD,0.003,SCORE,370.723
[19:28:08] TUNE,Y,RECENTER
[19:28:08] TUNE,Y,RECENTERED,ERROR,3
[19:28:08] TUNE,Y,PID_TEST,KP,0.280,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:28:16] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.080,KD,0.010,SCORE,459.291
[19:28:16] TUNE,Y,RECENTER
[19:28:16] TUNE,Y,RECENTERED,ERROR,-2
[19:28:16] TUNE,Y,PID_TEST,KP,0.280,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:28:23] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.200,KD,0.003,SCORE,405.496
[19:28:23] TUNE,Y,RECENTER
[19:28:24] TUNE,Y,RECENTERED,ERROR,1
[19:28:24] TUNE,Y,PID_TEST,KP,0.280,KI,0.200,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:28:31] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.200,KD,0.010,SCORE,403.865
[19:28:31] TUNE,Y,RECENTER
[19:28:31] TUNE,Y,RECENTERED,ERROR,3
[19:28:31] TUNE,Y,PID_TEST,KP,0.280,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:28:32] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.320,KD,0.003,SCORE,750000.000,FAIL,EDGE_LIMIT
[19:28:33] TUNE,Y,RECENTER
[19:28:33] TUNE,Y,RECENTERED,ERROR,2
[19:28:33] TUNE,Y,PID_TEST,KP,0.280,KI,0.320,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:28:41] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.320,KD,0.010,SCORE,484.463
[19:28:41] TUNE,Y,RECENTER
[19:28:41] TUNE,Y,RECENTERED,ERROR,2
[19:28:41] TUNE,Y,PID_TEST,KP,0.340,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:28:46] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.080,KD,0.003,SCORE,750000.000,FAIL,EDGE_LIMIT
[19:28:46] TUNE,Y,RECENTER
[19:28:47] 951752,1,236,171,-4,11,29162,0.00,-1.17,19
[19:28:47] TUNE,Y,RECENTERED,ERROR,3
[19:28:47] TUNE,Y,PID_TEST,KP,0.340,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:28:55] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.080,KD,0.010,SCORE,538.280
[19:28:55] TUNE,Y,RECENTER
[19:28:55] TUNE,Y,RECENTERED,ERROR,1
[19:28:55] TUNE,Y,PID_TEST,KP,0.340,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:29:03] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.200,KD,0.003,SCORE,675.407
[19:29:03] TUNE,Y,RECENTER
[19:29:03] TUNE,Y,RECENTERED,ERROR,3
[19:29:03] TUNE,Y,PID_TEST,KP,0.340,KI,0.200,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:29:11] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.200,KD,0.010,SCORE,721.128
[19:29:11] TUNE,Y,RECENTER
[19:29:11] TUNE,Y,RECENTERED,ERROR,-4
[19:29:11] TUNE,Y,PID_TEST,KP,0.340,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:29:18] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.320,KD,0.003,SCORE,644.088
[19:29:18] TUNE,Y,RECENTER
[19:29:19] TUNE,Y,RECENTERED,ERROR,-4
[19:29:19] TUNE,Y,PID_TEST,KP,0.340,KI,0.320,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:29:26] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.320,KD,0.010,SCORE,640.961
[19:29:26] TUNE,Y,CHAMPIONSHIP_QUARTERFINAL,COUNT,8
[19:29:26] TUNE,Y,RECENTER
[19:29:26] TUNE,Y,RECENTERED,ERROR,-4
[19:29:26] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:29:34] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.003,SCORE,213.023
[19:29:34] TUNE,Y,RECENTER
[19:29:34] TUNE,Y,RECENTERED,ERROR,-3
[19:29:34] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:29:41] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.010,SCORE,280.597
[19:29:41] TUNE,Y,RECENTER
[19:29:42] TUNE,Y,RECENTERED,ERROR,3
[19:29:42] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:29:49] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.010,SCORE,250.811
[19:29:49] TUNE,Y,RECENTER
[19:29:49] TUNE,Y,RECENTERED,ERROR,-2
[19:29:49] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:29:57] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.003,SCORE,197.684
[19:29:57] TUNE,Y,RECENTER
[19:29:57] TUNE,Y,RECENTERED,ERROR,3
[19:29:57] TUNE,Y,PID_TEST,KP,0.160,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:30:04] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.080,KD,0.003,SCORE,232.559
[19:30:04] TUNE,Y,RECENTER
[19:30:04] TUNE,Y,RECENTERED,ERROR,0
[19:30:04] TUNE,Y,PID_TEST,KP,0.160,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:30:12] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.200,KD,0.003,SCORE,243.658
[19:30:12] TUNE,Y,RECENTER
[19:30:12] TUNE,Y,RECENTERED,ERROR,-1
[19:30:12] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[19:30:19] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.003,SCORE,205.526
[19:30:19] TUNE,Y,RECENTER
