[21:54:44] 日志目录：F:\k230gc\pidtest\host\logs\20260706_215444
[22:03:24] TUNE,Y,BEGIN,MODE,PID_CHAMPIONSHIP
[22:03:24] TUNE,Y,CALIBRATE,PROBE
[22:03:25] TUNE,Y,POLARITY,1,DELTA,24,KICK_DEG,13.5
[22:03:25] TUNE,Y,RECENTER
[22:03:26] TUNE,Y,RECENTERED,ERROR,1
[22:03:26] TUNE,Y,SAFE_LIMIT,STEP,36.0,MAXRPM,8.0
[22:03:26] TUNE,Y,CHAMPIONSHIP_COARSE,COUNT,30
[22:03:26] TUNE,Y,RECENTER
[22:03:26] TUNE,Y,RECENTERED,ERROR,1
[22:03:26] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:03:32] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.003,SCORE,83.131
[22:03:32] TUNE,Y,RECENTER
[22:03:33] TUNE,Y,RECENTERED,ERROR,1
[22:03:33] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:03:39] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.010,SCORE,83.556
[22:03:39] TUNE,Y,RECENTER
[22:03:39] TUNE,Y,RECENTERED,ERROR,1
[22:03:39] TUNE,Y,PID_TEST,KP,0.100,KI,0.220,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:03:45] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.220,KD,0.003,SCORE,96.129
[22:03:45] TUNE,Y,RECENTER
[22:03:45] TUNE,Y,RECENTERED,ERROR,3
[22:03:45] TUNE,Y,PID_TEST,KP,0.100,KI,0.220,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:03:51] 39,130,-1,-30,28428,0.00,3.09,37
[22:03:51] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.220,KD,0.010,SCORE,106.768
[22:03:52] TUNE,Y,RECENTER
[22:03:52] TUNE,Y,RECENTERED,ERROR,0
[22:03:52] TUNE,Y,PID_TEST,KP,0.100,KI,0.420,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:03:58] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.420,KD,0.003,SCORE,134.391
[22:03:58] TUNE,Y,RECENTER
[22:03:58] TUNE,Y,RECENTERED,ERROR,0
[22:03:58] TUNE,Y,PID_TEST,KP,0.100,KI,0.420,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:04:04] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.420,KD,0.010,SCORE,108.195
[22:04:04] TUNE,Y,RECENTER
[22:04:04] TUNE,Y,RECENTERED,ERROR,-1
[22:04:04] TUNE,Y,PID_TEST,KP,0.160,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:04:11] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.080,KD,0.003,SCORE,120.161
[22:04:11] TUNE,Y,RECENTER
[22:04:11] TUNE,Y,RECENTERED,ERROR,0
[22:04:11] TUNE,Y,PID_TEST,KP,0.160,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:04:17] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.080,KD,0.010,SCORE,134.475
[22:04:17] TUNE,Y,RECENTER
[22:04:17] TUNE,Y,RECENTERED,ERROR,-2
[22:04:17] TUNE,Y,PID_TEST,KP,0.160,KI,0.220,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:04:23] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.220,KD,0.003,SCORE,114.104
[22:04:23] TUNE,Y,RECENTER
[22:04:23] TUNE,Y,RECENTERED,ERROR,2
[22:04:23] TUNE,Y,PID_TEST,KP,0.160,KI,0.220,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:04:30] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.220,KD,0.010,SCORE,139.080
[22:04:30] TUNE,Y,RECENTER
[22:04:30] TUNE,Y,RECENTERED,ERROR,-2
[22:04:30] TUNE,Y,PID_TEST,KP,0.160,KI,0.420,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:04:33] 7,0.00,0.00,15
[22:04:36] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.420,KD,0.003,SCORE,130.229
[22:04:36] TUNE,Y,RECENTER
[22:04:36] TUNE,Y,RECENTERED,ERROR,-3
[22:04:36] TUNE,Y,PID_TEST,KP,0.160,KI,0.420,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:04:43] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.420,KD,0.010,SCORE,130.277
[22:04:43] TUNE,Y,RECENTER
[22:04:43] TUNE,Y,RECENTERED,ERROR,-1
[22:04:43] TUNE,Y,PID_TEST,KP,0.220,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:04:49] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.080,KD,0.003,SCORE,182.109
[22:04:49] TUNE,Y,RECENTER
[22:04:49] TUNE,Y,RECENTERED,ERROR,1
[22:04:49] TUNE,Y,PID_TEST,KP,0.220,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:04:55] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.080,KD,0.010,SCORE,156.686
[22:04:55] TUNE,Y,RECENTER
[22:04:55] TUNE,Y,RECENTERED,ERROR,-3
[22:04:55] TUNE,Y,PID_TEST,KP,0.220,KI,0.220,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:05:02] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.220,KD,0.003,SCORE,238.159
[22:05:02] TUNE,Y,RECENTER
[22:05:02] TUNE,Y,RECENTERED,ERROR,0
[22:05:02] TUNE,Y,PID_TEST,KP,0.220,KI,0.220,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:05:08] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.220,KD,0.010,SCORE,195.574
[22:05:08] TUNE,Y,RECENTER
[22:05:08] TUNE,Y,RECENTERED,ERROR,-1
[22:05:08] TUNE,Y,PID_TEST,KP,0.220,KI,0.420,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:05:15] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.420,KD,0.003,SCORE,143.655
[22:05:15] TUNE,Y,RECENTER
[22:05:15] TUNE,Y,RECENTERED,ERROR,-2
[22:05:15] TUNE,Y,PID_TEST,KP,0.220,KI,0.420,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:05:21] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.420,KD,0.010,SCORE,198.427
[22:05:21] TUNE,Y,RECENTER
[22:05:21] TUNE,Y,RECENTERED,ERROR,-1
[22:05:21] TUNE,Y,PID_TEST,KP,0.280,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:05:27] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.080,KD,0.003,SCORE,220.019
[22:05:27] TUNE,Y,RECENTER
[22:05:28] TUNE,Y,RECENTERED,ERROR,4
[22:05:28] TUNE,Y,PID_TEST,KP,0.280,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:05:34] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.080,KD,0.010,SCORE,309.466
[22:05:34] TUNE,Y,RECENTER
[22:05:34] TUNE,Y,RECENTERED,ERROR,-2
[22:05:34] TUNE,Y,PID_TEST,KP,0.280,KI,0.220,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:05:41] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.220,KD,0.003,SCORE,226.122
[22:05:41] TUNE,Y,RECENTER
[22:05:41] TUNE,Y,RECENTERED,ERROR,1
[22:05:41] TUNE,Y,PID_TEST,KP,0.280,KI,0.220,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:05:47] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.220,KD,0.010,SCORE,308.582
[22:05:47] TUNE,Y,RECENTER
[22:05:47] TUNE,Y,RECENTERED,ERROR,3
[22:05:47] TUNE,Y,PID_TEST,KP,0.280,KI,0.420,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:05:53] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.420,KD,0.003,SCORE,286.887
[22:05:53] TUNE,Y,RECENTER
[22:05:54] TUNE,Y,RECENTERED,ERROR,0
[22:05:54] TUNE,Y,PID_TEST,KP,0.280,KI,0.420,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:06:00] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.420,KD,0.010,SCORE,257.482
[22:06:00] TUNE,Y,RECENTER
[22:06:00] TUNE,Y,RECENTERED,ERROR,-4
[22:06:00] TUNE,Y,PID_TEST,KP,0.340,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:06:07] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.080,KD,0.003,SCORE,249.523
[22:06:07] TUNE,Y,RECENTER
[22:06:07] TUNE,Y,RECENTERED,ERROR,-1
[22:06:07] TUNE,Y,PID_TEST,KP,0.340,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:06:13] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.080,KD,0.010,SCORE,357.033
[22:06:13] TUNE,Y,RECENTER
[22:06:14] TUNE,Y,RECENTERED,ERROR,-4
[22:06:14] TUNE,Y,PID_TEST,KP,0.340,KI,0.220,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:06:20] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.220,KD,0.003,SCORE,307.600
[22:06:20] TUNE,Y,RECENTER
[22:06:20] TUNE,Y,RECENTERED,ERROR,4
[22:06:20] TUNE,Y,PID_TEST,KP,0.340,KI,0.220,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:06:27] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.220,KD,0.010,SCORE,353.548
[22:06:27] TUNE,Y,RECENTER
[22:06:27] TUNE,Y,RECENTERED,ERROR,-4
[22:06:27] TUNE,Y,PID_TEST,KP,0.340,KI,0.420,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:06:33] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.420,KD,0.003,SCORE,282.533
[22:06:33] TUNE,Y,RECENTER
[22:06:34] TUNE,Y,RECENTERED,ERROR,3
[22:06:34] TUNE,Y,PID_TEST,KP,0.340,KI,0.420,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:06:40] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.420,KD,0.010,SCORE,246.688
[22:06:40] TUNE,Y,CHAMPIONSHIP_QUARTERFINAL,COUNT,8
[22:06:40] TUNE,Y,RECENTER
[22:06:40] TUNE,Y,RECENTERED,ERROR,1
[22:06:40] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:06:46] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.003,SCORE,97.624
[22:06:46] TUNE,Y,RECENTER
[22:06:47] TUNE,Y,RECENTERED,ERROR,0
[22:06:47] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:06:53] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.010,SCORE,109.724
[22:06:53] TUNE,Y,RECENTER
[22:06:53] TUNE,Y,RECENTERED,ERROR,-3
[22:06:53] TUNE,Y,PID_TEST,KP,0.100,KI,0.220,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:06:59] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.220,KD,0.003,SCORE,120.822
[22:06:59] TUNE,Y,RECENTER
[22:06:59] TUNE,Y,RECENTERED,ERROR,1
[22:06:59] TUNE,Y,PID_TEST,KP,0.100,KI,0.220,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:07:05] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.220,KD,0.010,SCORE,129.057
[22:07:05] TUNE,Y,RECENTER
[22:07:06] TUNE,Y,RECENTERED,ERROR,2
[22:07:06] TUNE,Y,PID_TEST,KP,0.100,KI,0.420,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:07:12] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.420,KD,0.010,SCORE,111.053
[22:07:12] TUNE,Y,RECENTER
[22:07:12] TUNE,Y,RECENTERED,ERROR,1
[22:07:12] TUNE,Y,PID_TEST,KP,0.160,KI,0.220,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:07:18] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.220,KD,0.003,SCORE,142.721
[22:07:18] TUNE,Y,RECENTER
[22:07:18] TUNE,Y,RECENTERED,ERROR,1
[22:07:18] TUNE,Y,PID_TEST,KP,0.160,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:07:25] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.080,KD,0.003,SCORE,142.582
[22:07:25] TUNE,Y,RECENTER
[22:07:25] TUNE,Y,RECENTERED,ERROR,0
[22:07:25] TUNE,Y,PID_TEST,KP,0.160,KI,0.420,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:07:31] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.420,KD,0.003,SCORE,140.120
[22:07:31] TUNE,Y,CHAMPIONSHIP_LOCAL,COUNT,16
[22:07:31] TUNE,Y,RECENTER
[22:07:31] TUNE,Y,RECENTERED,ERROR,0
[22:07:31] TUNE,Y,PID_TEST,KP,0.080,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:07:37] TUNE,Y,RESULT,MODE,PID,KP,0.080,KI,0.080,KD,0.003,SCORE,91.027
[22:07:37] TUNE,Y,RECENTER
[22:07:38] TUNE,Y,RECENTERED,ERROR,-1
[22:07:38] TUNE,Y,PID_TEST,KP,0.140,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:07:44] TUNE,Y,RESULT,MODE,PID,KP,0.140,KI,0.080,KD,0.003,SCORE,129.573
[22:07:44] TUNE,Y,RECENTER
[22:07:44] TUNE,Y,RECENTERED,ERROR,1
[22:07:44] TUNE,Y,PID_TEST,KP,0.100,KI,0.160,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:07:50] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.160,KD,0.003,SCORE,98.947
[22:07:50] TUNE,Y,RECENTER
[22:07:50] TUNE,Y,RECENTERED,ERROR,2
[22:07:50] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.000,STEP,36.0,MAXRPM,8.0
[22:07:56] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.000,SCORE,96.289
[22:07:56] TUNE,Y,RECENTER
[22:07:57] TUNE,Y,RECENTERED,ERROR,1
[22:07:57] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.007,STEP,36.0,MAXRPM,8.0
[22:08:03] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.007,SCORE,110.109
[22:08:03] TUNE,Y,RECENTER
[22:08:03] TUNE,Y,RECENTERED,ERROR,-1
[22:08:03] TUNE,Y,PID_TEST,KP,0.080,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:08:09] TUNE,Y,RESULT,MODE,PID,KP,0.080,KI,0.080,KD,0.010,SCORE,111.124
[22:08:09] TUNE,Y,RECENTER
[22:08:09] TUNE,Y,RECENTERED,ERROR,1
[22:08:09] TUNE,Y,PID_TEST,KP,0.140,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:08:16] TUNE,Y,RESULT,MODE,PID,KP,0.140,KI,0.080,KD,0.010,SCORE,100.603
[22:08:16] TUNE,Y,RECENTER
[22:08:16] TUNE,Y,RECENTERED,ERROR,1
[22:08:16] TUNE,Y,PID_TEST,KP,0.100,KI,0.160,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:08:22] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.160,KD,0.010,SCORE,103.949
[22:08:22] TUNE,Y,RECENTER
[22:08:22] TUNE,Y,RECENTERED,ERROR,1
[22:08:22] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.006,STEP,36.0,MAXRPM,8.0
[22:08:28] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.006,SCORE,110.425
[22:08:28] TUNE,Y,RECENTER
[22:08:28] TUNE,Y,RECENTERED,ERROR,1
[22:08:28] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.014,STEP,36.0,MAXRPM,8.0
[22:08:34] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.014,SCORE,107.419
[22:08:35] TUNE,Y,RECENTER
[22:08:35] TUNE,Y,RECENTERED,ERROR,-3
[22:08:35] TUNE,Y,PID_TEST,KP,0.080,KI,0.420,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:08:41] TUNE,Y,RESULT,MODE,PID,KP,0.080,KI,0.420,KD,0.010,SCORE,111.271
[22:08:41] TUNE,Y,RECENTER
[22:08:41] TUNE,Y,RECENTERED,ERROR,0
[22:08:41] TUNE,Y,PID_TEST,KP,0.140,KI,0.420,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:08:47] TUNE,Y,RESULT,MODE,PID,KP,0.140,KI,0.420,KD,0.010,SCORE,122.070
[22:08:47] TUNE,Y,RECENTER
[22:08:47] TUNE,Y,RECENTERED,ERROR,3
[22:08:47] TUNE,Y,PID_TEST,KP,0.100,KI,0.340,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:08:54] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.340,KD,0.010,SCORE,116.380
[22:08:54] TUNE,Y,RECENTER
[22:08:54] TUNE,Y,RECENTERED,ERROR,-3
[22:08:54] TUNE,Y,PID_TEST,KP,0.100,KI,0.500,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:09:00] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.500,KD,0.010,SCORE,159.848
[22:09:00] TUNE,Y,RECENTER
[22:09:00] TUNE,Y,RECENTERED,ERROR,3
[22:09:00] TUNE,Y,PID_TEST,KP,0.100,KI,0.420,KD,0.006,STEP,36.0,MAXRPM,8.0
[22:09:06] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.420,KD,0.006,SCORE,120.336
[22:09:06] TUNE,Y,RECENTER
[22:09:06] TUNE,Y,RECENTERED,ERROR,-2
[22:09:06] TUNE,Y,PID_TEST,KP,0.100,KI,0.420,KD,0.014,STEP,36.0,MAXRPM,8.0
[22:09:13] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.420,KD,0.014,SCORE,137.846
[22:09:13] TUNE,Y,CHAMPIONSHIP_SEMIFINAL,COUNT,6
[22:09:13] TUNE,Y,RECENTER
[22:09:13] TUNE,Y,RECENTERED,ERROR,-2
[22:09:13] TUNE,Y,PID_TEST,KP,0.080,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:09:19] TUNE,Y,RESULT,MODE,PID,KP,0.080,KI,0.080,KD,0.003,SCORE,97.666
[22:09:19] TUNE,Y,RECENTER
[22:09:19] TUNE,Y,RECENTERED,ERROR,-1
[22:09:19] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.000,STEP,36.0,MAXRPM,8.0
[22:09:25] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.000,SCORE,92.526
[22:09:25] TUNE,Y,RECENTER
[22:09:26] TUNE,Y,RECENTERED,ERROR,-1
[22:09:26] TUNE,Y,PID_TEST,KP,0.100,KI,0.160,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:09:32] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.160,KD,0.003,SCORE,114.923
[22:09:32] TUNE,Y,RECENTER
[22:09:32] TUNE,Y,RECENTERED,ERROR,1
[22:09:32] TUNE,Y,PID_TEST,KP,0.140,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0
[22:09:38] TUNE,Y,RESULT,MODE,PID,KP,0.140,KI,0.080,KD,0.010,SCORE,93.768
[22:09:38] TUNE,Y,CHAMPIONSHIP_FINE,COUNT,8
[22:09:38] TUNE,Y,RECENTER
[22:09:38] TUNE,Y,RECENTERED,ERROR,-2
[22:09:38] TUNE,Y,PID_TEST,KP,0.085,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:09:44] TUNE,Y,RESULT,MODE,PID,KP,0.085,KI,0.080,KD,0.003,SCORE,94.936
[22:09:44] TUNE,Y,RECENTER
[22:09:45] TUNE,Y,RECENTERED,ERROR,0
[22:09:45] TUNE,Y,PID_TEST,KP,0.115,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:09:51] TUNE,Y,RESULT,MODE,PID,KP,0.115,KI,0.080,KD,0.003,SCORE,88.757
[22:09:51] TUNE,Y,RECENTER
[22:09:51] TUNE,Y,RECENTERED,ERROR,-1
[22:09:51] TUNE,Y,PID_TEST,KP,0.100,KI,0.115,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:09:57] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.115,KD,0.003,SCORE,105.253
[22:09:57] TUNE,Y,RECENTER
[22:09:57] TUNE,Y,RECENTERED,ERROR,1
[22:09:57] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.002,STEP,36.0,MAXRPM,8.0
[22:10:04] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.002,SCORE,102.680
[22:10:04] TUNE,Y,RECENTER
[22:10:04] TUNE,Y,RECENTERED,ERROR,1
[22:10:04] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.005,STEP,36.0,MAXRPM,8.0
[22:10:10] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.005,SCORE,99.698
[22:10:10] TUNE,Y,RECENTER
[22:10:10] TUNE,Y,RECENTERED,ERROR,-2
[22:10:10] TUNE,Y,PID_TEST,KP,0.085,KI,0.080,KD,0.000,STEP,36.0,MAXRPM,8.0
[22:10:16] TUNE,Y,RESULT,MODE,PID,KP,0.085,KI,0.080,KD,0.000,SCORE,99.162
[22:10:16] TUNE,Y,RECENTER
[22:10:17] TUNE,Y,RECENTERED,ERROR,-1
[22:10:17] TUNE,Y,PID_TEST,KP,0.115,KI,0.080,KD,0.000,STEP,36.0,MAXRPM,8.0
[22:10:23] TUNE,Y,RESULT,MODE,PID,KP,0.115,KI,0.080,KD,0.000,SCORE,103.055
[22:10:23] TUNE,Y,RECENTER
[22:10:23] TUNE,Y,RECENTERED,ERROR,3
[22:10:23] TUNE,Y,PID_TEST,KP,0.100,KI,0.115,KD,0.000,STEP,36.0,MAXRPM,8.0
[22:10:29] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.115,KD,0.000,SCORE,81.601
[22:10:29] TUNE,Y,CHAMPIONSHIP_FINAL,COUNT,4,REPEATS,3
[22:10:29] TUNE,Y,RECENTER
[22:10:29] TUNE,Y,RECENTERED,ERROR,-2
[22:10:29] TUNE,Y,PID_TEST,KP,0.100,KI,0.115,KD,0.000,STEP,36.0,MAXRPM,8.0
[22:10:35] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.115,KD,0.000,SCORE,97.700
[22:10:35] TUNE,Y,RECENTER
[22:10:36] TUNE,Y,RECENTERED,ERROR,-1
[22:10:36] TUNE,Y,PID_TEST,KP,0.100,KI,0.115,KD,0.000,STEP,36.0,MAXRPM,8.0
[22:10:42] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.115,KD,0.000,SCORE,102.483
[22:10:42] TUNE,Y,RECENTER
[22:10:42] TUNE,Y,RECENTERED,ERROR,-2
[22:10:42] TUNE,Y,PID_TEST,KP,0.115,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:10:48] TUNE,Y,RESULT,MODE,PID,KP,0.115,KI,0.080,KD,0.003,SCORE,101.202
[22:10:48] TUNE,Y,RECENTER
[22:10:48] TUNE,Y,RECENTERED,ERROR,0
[22:10:48] TUNE,Y,PID_TEST,KP,0.115,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:10:55] TUNE,Y,RESULT,MODE,PID,KP,0.115,KI,0.080,KD,0.003,SCORE,97.669
[22:10:55] TUNE,Y,RECENTER
[22:10:55] TUNE,Y,RECENTERED,ERROR,-1
[22:10:55] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:11:01] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.003,SCORE,97.072
[22:11:01] TUNE,Y,RECENTER
[22:11:01] TUNE,Y,RECENTERED,ERROR,0
[22:11:01] TUNE,Y,PID_TEST,KP,0.085,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:11:07] TUNE,Y,RESULT,MODE,PID,KP,0.085,KI,0.080,KD,0.003,SCORE,94.308
[22:11:07] TUNE,Y,RECENTER
[22:11:08] TUNE,Y,RECENTERED,ERROR,-1
[22:11:08] TUNE,Y,PID_TEST,KP,0.085,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0
[22:11:14] TUNE,Y,RESULT,MODE,PID,KP,0.085,KI,0.080,KD,0.003,SCORE,82.692
[22:11:14] TUNE,Y,RECENTER
[22:11:14] TUNE,Y,RECENTERED,ERROR,-3
[22:11:14] TUNE,Y,COMPLETE,KP,0.085,KI,0.080,KD,0.003,SCORE,94.528,TESTS,3
[22:11:14] TUNE,XY,FINAL_RECENTER
[22:11:14] TUNE,XY,RECENTERED,XERR,-1,YERR,-3
[22:11:14] OK,TRACK_ON
[22:11:14] AUTOTUNE_COMPLETE,XKP,0.100,XKI,0.255,XKD,0.007,XPOL,1,XSCORE,163.456,YKP,0.085,YKI,0.080,YKD,0.003,YPOL,1,YSCORE,94.528
[22:11:14] 最佳参数已保存：F:\k230gc\pidtest\host\logs\20260706_215444\best_params.json
[22:11:14] 旧冠军使用旧评分体系；本轮已建立首个完整PID冠军
[22:12:16] ERR,INVALID_COMMAND
[22:12:16] ERR,UNKNOWN_COMMAND,PID_BRIDGE_SIDE,CAR
[22:12:16] ERR,UNKNOWN_COMMAND,ESP8266_MAC,E0:98:06:15:E4:3C
[22:12:16] ERR,UNKNOWN_COMMAND,BRIDGE_READY,CAR,PEER=F4:CF:A2:FE:6B:36,CHANNEL=1
[22:12:22] TX > STOP
[22:12:22] OK,STOP
