[12:59:02] 日志目录：F:\k230gc\pidtest\host\logs\20260707_125902
[13:07:23] TUNE,X,PID_TEST,KP,0.160,KI,0.320,KD,0.002,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:07:30] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.320,KD,0.002,SCORE,403.466
[13:07:30] TUNE,X,RECENTER
[13:07:31] TUNE,X,RECENTERED,ERROR,-3
[13:07:31] TUNE,X,PID_TEST,KP,0.145,KI,0.400,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:07:38] TUNE,X,RESULT,MODE,PID,KP,0.145,KI,0.400,KD,0.003,SCORE,333.047
[13:07:38] TUNE,X,RECENTER
[13:07:38] TUNE,X,RECENTERED,ERROR,1
[13:07:38] TUNE,X,PID_TEST,KP,0.175,KI,0.400,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:07:46] TUNE,X,RESULT,MODE,PID,KP,0.175,KI,0.400,KD,0.003,SCORE,398.761
[13:07:46] TUNE,X,RECENTER
[13:07:46] TUNE,X,RECENTERED,ERROR,0
[13:07:46] TUNE,X,PID_TEST,KP,0.160,KI,0.365,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:07:53] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.365,KD,0.003,SCORE,334.425
[13:07:53] TUNE,X,RECENTER
[13:07:53] TUNE,X,RECENTERED,ERROR,1
[13:07:53] TUNE,X,PID_TEST,KP,0.160,KI,0.435,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:08:01] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.435,KD,0.003,SCORE,313.300
[13:08:01] TUNE,X,RECENTER
[13:08:01] TUNE,X,RECENTERED,ERROR,-2
[13:08:01] TUNE,X,PID_TEST,KP,0.160,KI,0.400,KD,0.002,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:08:08] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.400,KD,0.002,SCORE,337.259
[13:08:08] TUNE,X,RECENTER
[13:08:09] TUNE,X,RECENTERED,ERROR,-4
[13:08:09] TUNE,X,PID_TEST,KP,0.160,KI,0.400,KD,0.005,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:08:16] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.400,KD,0.005,SCORE,388.509
[13:08:16] TUNE,X,CHAMPIONSHIP_FINAL,COUNT,4,REPEATS,3
[13:08:16] TUNE,X,RECENTER
[13:08:17] TUNE,X,RECENTERED,ERROR,1
[13:08:17] TUNE,X,PID_TEST,KP,0.160,KI,0.435,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:08:24] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.435,KD,0.003,SCORE,389.371
[13:08:24] TUNE,X,RECENTER
[13:08:24] TUNE,X,RECENTERED,ERROR,1
[13:08:24] TUNE,X,PID_TEST,KP,0.160,KI,0.435,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:08:32] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.435,KD,0.003,SCORE,311.281
[13:08:32] TUNE,X,RECENTER
[13:08:32] TUNE,X,RECENTERED,ERROR,2
[13:08:32] TUNE,X,PID_TEST,KP,0.145,KI,0.400,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:08:39] TUNE,X,RESULT,MODE,PID,KP,0.145,KI,0.400,KD,0.003,SCORE,370.743
[13:08:39] TUNE,X,RECENTER
[13:08:39] TUNE,X,RECENTERED,ERROR,2
[13:08:40] TUNE,X,PID_TEST,KP,0.145,KI,0.400,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:08:47] TUNE,X,RESULT,MODE,PID,KP,0.145,KI,0.400,KD,0.003,SCORE,406.709
[13:08:47] TUNE,X,RECENTER
[13:08:47] TUNE,X,RECENTERED,ERROR,4
[13:08:47] TUNE,X,PID_TEST,KP,0.160,KI,0.365,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:08:54] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.365,KD,0.003,SCORE,354.967
[13:08:55] TUNE,X,RECENTER
[13:08:55] TUNE,X,RECENTERED,ERROR,-3
[13:08:55] TUNE,X,PID_TEST,KP,0.160,KI,0.365,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:09:02] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.365,KD,0.003,SCORE,350.183
[13:09:02] TUNE,X,RECENTER
[13:09:02] TUNE,X,RECENTERED,ERROR,-2
[13:09:02] TUNE,X,PID_TEST,KP,0.160,KI,0.400,KD,0.002,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:09:10] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.400,KD,0.002,SCORE,373.190
[13:09:10] TUNE,X,RECENTER
[13:09:10] TUNE,X,RECENTERED,ERROR,2
[13:09:10] TUNE,X,PID_TEST,KP,0.160,KI,0.400,KD,0.002,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:09:17] TUNE,X,RESULT,MODE,PID,KP,0.160,KI,0.400,KD,0.002,SCORE,402.449
[13:09:17] TUNE,X,RECENTER
[13:09:17] TUNE,X,RECENTERED,ERROR,0
[13:09:18] TUNE,X,COMPLETE,KP,0.160,KI,0.435,KD,0.003,SCORE,339.925,TESTS,3
[13:09:18] TUNE,Y,BEGIN,MODE,PID_CHAMPIONSHIP
[13:09:18] TUNE,Y,CALIBRATE,PROBE
[13:09:19] TUNE,Y,POLARITY,1,DELTA,26,KICK_DEG,12.5
[13:09:19] TUNE,Y,RECENTER
[13:09:20] TUNE,Y,RECENTERED,ERROR,-1
[13:09:20] TUNE,Y,SAFE_LIMIT,STEP,36.0,MAXRPM,8.0
[13:09:20] TUNE,Y,CHAMPIONSHIP_COARSE,COUNT,30
[13:09:20] TUNE,Y,RECENTER
[13:09:20] TUNE,Y,RECENTERED,ERROR,0
[13:09:20] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:09:28] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.003,SCORE,179.395
[13:09:28] TUNE,Y,RECENTER
[13:09:28] TUNE,Y,RECENTERED,ERROR,1
[13:09:28] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:09:35] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.010,SCORE,156.912
[13:09:36] TUNE,Y,RECENTER
[13:09:36] TUNE,Y,RECENTERED,ERROR,1
[13:09:36] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:09:43] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.003,SCORE,135.003
[13:09:43] TUNE,Y,RECENTER
[13:09:43] TUNE,Y,RECENTERED,ERROR,-2
[13:09:43] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:09:51] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.010,SCORE,181.433
[13:09:51] TUNE,Y,RECENTER
[13:09:51] TUNE,Y,RECENTERED,ERROR,-1
[13:09:51] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:09:58] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.003,SCORE,153.865
[13:09:58] TUNE,Y,RECENTER
[13:09:58] TUNE,Y,RECENTERED,ERROR,2
[13:09:58] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:10:06] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.010,SCORE,156.371
[13:10:06] TUNE,Y,RECENTER
[13:10:06] TUNE,Y,RECENTERED,ERROR,2
[13:10:06] TUNE,Y,PID_TEST,KP,0.160,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:10:13] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.080,KD,0.003,SCORE,186.969
[13:10:13] TUNE,Y,RECENTER
[13:10:14] TUNE,Y,RECENTERED,ERROR,1
[13:10:14] TUNE,Y,PID_TEST,KP,0.160,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:10:21] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.080,KD,0.010,SCORE,167.244
[13:10:21] TUNE,Y,RECENTER
[13:10:21] TUNE,Y,RECENTERED,ERROR,-1
[13:10:21] TUNE,Y,PID_TEST,KP,0.160,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:10:29] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.200,KD,0.003,SCORE,143.847
[13:10:29] TUNE,Y,RECENTER
[13:10:29] TUNE,Y,RECENTERED,ERROR,3
[13:10:29] TUNE,Y,PID_TEST,KP,0.160,KI,0.200,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:10:36] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.200,KD,0.010,SCORE,189.586
[13:10:36] TUNE,Y,RECENTER
[13:10:36] TUNE,Y,RECENTERED,ERROR,3
[13:10:36] TUNE,Y,PID_TEST,KP,0.160,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:10:44] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.320,KD,0.003,SCORE,171.076
[13:10:44] TUNE,Y,RECENTER
[13:10:44] TUNE,Y,RECENTERED,ERROR,-1
[13:10:44] TUNE,Y,PID_TEST,KP,0.160,KI,0.320,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:10:51] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.320,KD,0.010,SCORE,216.017
[13:10:51] TUNE,Y,RECENTER
[13:10:52] TUNE,Y,RECENTERED,ERROR,2
[13:10:52] TUNE,Y,PID_TEST,KP,0.220,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:10:59] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.080,KD,0.003,SCORE,246.064
[13:10:59] TUNE,Y,RECENTER
[13:10:59] TUNE,Y,RECENTERED,ERROR,-2
[13:10:59] TUNE,Y,PID_TEST,KP,0.220,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:11:07] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.080,KD,0.010,SCORE,207.448
[13:11:07] TUNE,Y,RECENTER
[13:11:07] TUNE,Y,RECENTERED,ERROR,-3
[13:11:07] TUNE,Y,PID_TEST,KP,0.220,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:11:14] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.200,KD,0.003,SCORE,215.068
[13:11:14] TUNE,Y,RECENTER
[13:11:14] TUNE,Y,RECENTERED,ERROR,0
[13:11:14] TUNE,Y,PID_TEST,KP,0.220,KI,0.200,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:11:22] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.200,KD,0.010,SCORE,213.636
[13:11:22] TUNE,Y,RECENTER
[13:11:22] TUNE,Y,RECENTERED,ERROR,-1
[13:11:22] TUNE,Y,PID_TEST,KP,0.220,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:11:29] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.320,KD,0.003,SCORE,215.279
[13:11:29] TUNE,Y,RECENTER
[13:11:29] TUNE,Y,RECENTERED,ERROR,0
[13:11:29] TUNE,Y,PID_TEST,KP,0.220,KI,0.320,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:11:37] TUNE,Y,RESULT,MODE,PID,KP,0.220,KI,0.320,KD,0.010,SCORE,307.340
[13:11:37] TUNE,Y,RECENTER
[13:11:37] TUNE,Y,RECENTERED,ERROR,2
[13:11:37] TUNE,Y,PID_TEST,KP,0.280,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:11:45] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.080,KD,0.003,SCORE,345.257
[13:11:45] TUNE,Y,RECENTER
[13:11:45] TUNE,Y,RECENTERED,ERROR,-2
[13:11:45] TUNE,Y,PID_TEST,KP,0.280,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:11:52] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.080,KD,0.010,SCORE,355.156
[13:11:52] TUNE,Y,RECENTER
[13:11:53] TUNE,Y,RECENTERED,ERROR,-1
[13:11:53] TUNE,Y,PID_TEST,KP,0.280,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:12:00] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.200,KD,0.003,SCORE,299.554
[13:12:00] TUNE,Y,RECENTER
[13:12:00] TUNE,Y,RECENTERED,ERROR,-3
[13:12:00] TUNE,Y,PID_TEST,KP,0.280,KI,0.200,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:12:08] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.200,KD,0.010,SCORE,342.973
[13:12:08] TUNE,Y,RECENTER
[13:12:08] TUNE,Y,RECENTERED,ERROR,-2
[13:12:08] TUNE,Y,PID_TEST,KP,0.280,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:12:15] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.320,KD,0.003,SCORE,258.207
[13:12:15] TUNE,Y,RECENTER
[13:12:16] TUNE,Y,RECENTERED,ERROR,-2
[13:12:16] TUNE,Y,PID_TEST,KP,0.280,KI,0.320,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:12:23] TUNE,Y,RESULT,MODE,PID,KP,0.280,KI,0.320,KD,0.010,SCORE,288.687
[13:12:23] TUNE,Y,RECENTER
[13:12:23] TUNE,Y,RECENTERED,ERROR,1
[13:12:23] TUNE,Y,PID_TEST,KP,0.340,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:12:31] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.080,KD,0.003,SCORE,414.137
[13:12:31] TUNE,Y,RECENTER
[13:12:31] TUNE,Y,RECENTERED,ERROR,0
[13:12:31] TUNE,Y,PID_TEST,KP,0.340,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:12:38] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.080,KD,0.010,SCORE,366.134
[13:12:38] TUNE,Y,RECENTER
[13:12:39] TUNE,Y,RECENTERED,ERROR,-4
[13:12:39] TUNE,Y,PID_TEST,KP,0.340,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:12:46] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.200,KD,0.003,SCORE,387.578
[13:12:46] TUNE,Y,RECENTER
[13:12:46] TUNE,Y,RECENTERED,ERROR,4
[13:12:46] TUNE,Y,PID_TEST,KP,0.340,KI,0.200,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:12:54] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.200,KD,0.010,SCORE,414.846
[13:12:54] TUNE,Y,RECENTER
[13:12:54] TUNE,Y,RECENTERED,ERROR,-2
[13:12:54] TUNE,Y,PID_TEST,KP,0.340,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:13:02] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.320,KD,0.003,SCORE,447.013
[13:13:02] TUNE,Y,RECENTER
[13:13:02] TUNE,Y,RECENTERED,ERROR,3
[13:13:02] TUNE,Y,PID_TEST,KP,0.340,KI,0.320,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:13:10] TUNE,Y,RESULT,MODE,PID,KP,0.340,KI,0.320,KD,0.010,SCORE,528.996
[13:13:10] TUNE,Y,CHAMPIONSHIP_QUARTERFINAL,COUNT,8
[13:13:10] TUNE,Y,RECENTER
[13:13:10] TUNE,Y,RECENTERED,ERROR,-1
[13:13:10] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:13:17] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.003,SCORE,145.426
[13:13:17] TUNE,Y,RECENTER
[13:13:18] TUNE,Y,RECENTERED,ERROR,2
[13:13:18] TUNE,Y,PID_TEST,KP,0.160,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:13:25] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.200,KD,0.003,SCORE,165.345
[13:13:25] TUNE,Y,RECENTER
[13:13:25] TUNE,Y,RECENTERED,ERROR,1
[13:13:25] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:13:33] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.003,SCORE,132.708
[13:13:33] TUNE,Y,RECENTER
[13:13:33] TUNE,Y,RECENTERED,ERROR,1
[13:13:33] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:13:40] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.010,SCORE,197.728
[13:13:40] TUNE,Y,RECENTER
[13:13:41] TUNE,Y,RECENTERED,ERROR,2
[13:13:41] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:13:48] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.010,SCORE,170.257
[13:13:48] TUNE,Y,RECENTER
[13:13:48] TUNE,Y,RECENTERED,ERROR,2
[13:13:48] TUNE,Y,PID_TEST,KP,0.160,KI,0.080,KD,0.010,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:13:56] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.080,KD,0.010,SCORE,176.903
[13:13:56] TUNE,Y,RECENTER
[13:13:56] TUNE,Y,RECENTERED,ERROR,1
[13:13:56] TUNE,Y,PID_TEST,KP,0.160,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:14:03] TUNE,Y,RESULT,MODE,PID,KP,0.160,KI,0.320,KD,0.003,SCORE,174.440
[13:14:04] TUNE,Y,RECENTER
[13:14:04] TUNE,Y,RECENTERED,ERROR,3
[13:14:04] TUNE,Y,PID_TEST,KP,0.100,KI,0.080,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:14:11] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.080,KD,0.003,SCORE,165.091
[13:14:11] TUNE,Y,CHAMPIONSHIP_LOCAL,COUNT,18
[13:14:11] TUNE,Y,RECENTER
[13:14:11] TUNE,Y,RECENTERED,ERROR,0
[13:14:11] TUNE,Y,PID_TEST,KP,0.080,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:14:19] TUNE,Y,RESULT,MODE,PID,KP,0.080,KI,0.200,KD,0.003,SCORE,163.336
[13:14:19] TUNE,Y,RECENTER
[13:14:19] TUNE,Y,RECENTERED,ERROR,3
[13:14:19] TUNE,Y,PID_TEST,KP,0.140,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:14:26] TUNE,Y,RESULT,MODE,PID,KP,0.140,KI,0.200,KD,0.003,SCORE,149.375
[13:14:26] TUNE,Y,RECENTER
[13:14:26] TUNE,Y,RECENTERED,ERROR,1
[13:14:26] TUNE,Y,PID_TEST,KP,0.100,KI,0.120,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:14:34] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.120,KD,0.003,SCORE,140.075
[13:14:34] TUNE,Y,RECENTER
[13:14:34] TUNE,Y,RECENTERED,ERROR,-4
[13:14:34] TUNE,Y,PID_TEST,KP,0.100,KI,0.280,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:14:41] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.280,KD,0.003,SCORE,134.324
[13:14:41] TUNE,Y,RECENTER
[13:14:41] TUNE,Y,RECENTERED,ERROR,-2
[13:14:41] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:14:49] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.000,SCORE,155.998
[13:14:49] TUNE,Y,RECENTER
[13:14:49] TUNE,Y,RECENTERED,ERROR,2
[13:14:49] TUNE,Y,PID_TEST,KP,0.100,KI,0.200,KD,0.007,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:14:57] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.200,KD,0.007,SCORE,182.827
[13:14:57] TUNE,Y,RECENTER
[13:14:57] TUNE,Y,RECENTERED,ERROR,0
[13:14:57] TUNE,Y,PID_TEST,KP,0.080,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:15:04] TUNE,Y,RESULT,MODE,PID,KP,0.080,KI,0.320,KD,0.003,SCORE,138.798
[13:15:04] TUNE,Y,RECENTER
[13:15:04] TUNE,Y,RECENTERED,ERROR,2
[13:15:04] TUNE,Y,PID_TEST,KP,0.140,KI,0.320,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:15:12] TUNE,Y,RESULT,MODE,PID,KP,0.140,KI,0.320,KD,0.003,SCORE,157.106
[13:15:12] TUNE,Y,RECENTER
[13:15:12] TUNE,Y,RECENTERED,ERROR,3
[13:15:12] TUNE,Y,PID_TEST,KP,0.100,KI,0.240,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:15:19] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.240,KD,0.003,SCORE,104.119
[13:15:19] TUNE,Y,RECENTER
[13:15:19] TUNE,Y,RECENTERED,ERROR,0
[13:15:19] TUNE,Y,PID_TEST,KP,0.100,KI,0.400,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:15:27] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.400,KD,0.003,SCORE,166.738
[13:15:27] TUNE,Y,RECENTER
[13:15:27] TUNE,Y,RECENTERED,ERROR,3
[13:15:27] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:15:34] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.000,SCORE,126.002
[13:15:35] TUNE,Y,RECENTER
[13:15:35] TUNE,Y,RECENTERED,ERROR,0
[13:15:35] TUNE,Y,PID_TEST,KP,0.100,KI,0.320,KD,0.007,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
[13:15:42] TUNE,Y,RESULT,MODE,PID,KP,0.100,KI,0.320,KD,0.007,SCORE,145.992
[13:15:42] TUNE,Y,RECENTER
[13:15:42] TUNE,Y,RECENTERED,ERROR,0
[13:15:42] TUNE,Y,PID_TEST,KP,0.120,KI,0.200,KD,0.003,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,12.0,LISCALE,0.15
